,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_1,timespan_2,timespan_3,timespan_4,timespan_5,cost
879,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
880,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
881,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9340
882,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11020
883,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,27060
884,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12635
885,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22980
886,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
887,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
888,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24900
889,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
890,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10060
891,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12635
892,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10060
893,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11675
894,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
895,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12635
896,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33610
897,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11675
898,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
899,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,11020
900,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
901,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11020
902,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
903,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9340
904,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
905,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10060
906,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,30856
907,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11020
908,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
909,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33610
910,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26176
911,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,36610
912,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
913,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
914,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33610
915,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12635
916,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
917,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13715
918,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13715
919,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
920,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
921,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
922,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
923,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
924,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
925,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
926,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12635
927,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
928,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11020
929,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
930,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11020
931,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9340
932,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
933,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,36610
934,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
935,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24900
936,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
937,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30856
938,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10060
939,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
940,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
941,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9340
942,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9340
943,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
944,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
945,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
946,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36610
947,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
948,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
949,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10060
950,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12635
951,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33610
952,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9340
953,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
954,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9340
955,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
956,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
957,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
958,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
959,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24900
960,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10060
961,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24900
962,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11020
963,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11020
964,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9340
965,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12635
966,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,24900
967,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13715
968,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
969,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
970,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
971,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11020
972,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,26176
973,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
974,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28336
975,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26176
976,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31090
977,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10060
978,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10060
979,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
980,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
981,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10060
982,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22980
983,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,27060
984,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30856
985,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27060
986,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31090
987,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9340
988,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31090
989,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31090
990,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22980
991,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9340
992,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
993,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9340
994,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,24900
995,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
996,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13715
997,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10060
998,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,11020
999,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36610
1000,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24900
1001,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
1002,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
1003,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,33610
1004,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12635
1005,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
1006,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
1007,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11020
1008,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
1009,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
1010,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,26176
1011,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,13715
1012,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11020
1013,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
1014,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
1015,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24900
1016,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10060
1017,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9340
1018,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
1019,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,24900
1020,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
1021,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10060
1022,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36610
1023,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,36610
1024,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24900
1025,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9340
1026,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9340
1027,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,24900
1028,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,30856
1029,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11020
1030,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
1031,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11675
1032,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11675
1033,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
1034,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
1035,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11675
1036,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
1037,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,27060
1038,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
1039,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
1040,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
1041,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
1042,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36610
1043,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
1044,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22980
1045,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27060
1046,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
1047,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
1048,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
1049,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12635
1050,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31090
1051,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
1052,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24900
1053,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31090
1054,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,30856
1055,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33610
1056,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
1057,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,24900
1058,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,36610
1059,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
1060,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22980
1061,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26176
1062,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
1063,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
1064,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
1065,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
1066,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11020
1067,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12635
1068,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,12635
1069,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
1070,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13715
1071,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30856
1072,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
1073,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,22980
1074,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30856
1075,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,24900
1076,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
1077,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11020
1078,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,11020
1079,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
1080,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
1081,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22980
1082,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33610
1083,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
1084,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
1085,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11020
1086,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
1087,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
1088,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30856
1089,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,30856
1090,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
1091,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10060
1092,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
1093,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
1094,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
1095,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
1096,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
1097,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22980
1098,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,36610
1099,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11020
1100,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,11020
1101,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
1102,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
1103,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,27060
1104,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
1105,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
1106,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
1107,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,11675
1108,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
1109,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
1110,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
1111,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33610
1112,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
1113,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11020
1114,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
1115,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,10060
1116,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12635
1117,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
1118,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36610
1119,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10060
1120,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9340
1121,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
1122,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11020
1123,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,13715
1124,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33610
1125,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
1126,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
1127,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
1128,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12635
1129,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9340
1130,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
1131,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
1132,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10060
1133,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
1134,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
1135,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33610
1136,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9340
1137,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10060
1138,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11020
1139,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
1140,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11020
1141,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12635
1142,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
1143,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10060
1144,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
1145,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,24900
1146,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
1147,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
1148,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
1149,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
1150,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31090
1151,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11020
1152,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
1153,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
1154,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9340
1155,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
1156,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12635
1157,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12635
1158,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10060
1159,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,27060
1160,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36610
1161,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31090
1162,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,36610
1163,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
1164,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
1165,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11675
1166,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
1167,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,10060
1168,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
1169,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
