,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,cost
963,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
964,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
965,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
966,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
967,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
968,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
969,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
970,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
971,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
972,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
973,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
974,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
975,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
976,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
977,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
978,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
979,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
980,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
981,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
982,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
983,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
984,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
985,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
986,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
987,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
988,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
989,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
990,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
991,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
992,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
993,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
994,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
995,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
996,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
997,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
998,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
999,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1000,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1001,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
1002,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1003,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1004,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1005,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
1006,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1007,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
1008,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1009,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
1010,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1011,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1012,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1013,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1014,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
1015,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1016,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1017,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1018,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1019,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1020,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1021,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
1022,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1023,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1024,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1025,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
1026,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1027,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
1028,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1029,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1030,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1031,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1032,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1033,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1034,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1035,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1036,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1037,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
1038,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
1039,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1040,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
1041,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1042,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1043,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1044,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1045,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1046,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1047,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1048,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1049,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1050,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1051,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1052,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1053,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1054,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1055,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
1056,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1057,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1058,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1059,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1060,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
1061,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1062,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1063,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
1064,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1065,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1066,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
1067,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1068,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1069,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1070,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1071,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
1072,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1073,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1074,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1075,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1076,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1077,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1078,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
1079,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
1080,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1081,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1082,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1083,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1084,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1085,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1086,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1087,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1088,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1089,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1090,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
1091,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
1092,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1093,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1094,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1095,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1096,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1097,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1098,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1099,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
1100,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1101,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1102,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
1103,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
1104,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1105,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
1106,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1107,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1108,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1109,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1110,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
1111,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
1112,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1113,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1114,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1115,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1116,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1117,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1118,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
1119,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1120,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1121,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1122,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1123,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1124,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1125,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
1126,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1127,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1128,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
1129,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1130,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1131,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1132,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1133,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1134,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
1135,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
1136,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
1137,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
1138,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1139,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1140,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1141,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
1142,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1143,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1144,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1145,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
1146,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1147,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1148,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1149,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1150,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1151,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1152,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1153,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1154,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1155,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1156,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1157,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
1158,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1159,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1160,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1161,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1162,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1163,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1164,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1165,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1166,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1167,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1168,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
1169,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1170,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1171,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1172,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1173,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1174,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
1175,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1176,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1177,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1178,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1179,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
1180,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1181,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1182,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1183,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1184,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1185,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1186,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
1187,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1188,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1189,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1190,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1191,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
1192,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1193,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1194,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1195,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
1196,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1197,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1198,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1199,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1200,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1201,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1202,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
1203,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1204,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1205,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1206,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1207,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1208,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1209,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1210,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
1211,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1212,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1213,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
1214,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1215,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1216,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1217,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1218,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
1219,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1220,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1221,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1222,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1223,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1224,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1225,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1226,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1227,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1228,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1229,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1230,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1231,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
1232,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1233,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1234,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1235,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1236,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
1237,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
1238,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
1239,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
1240,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1241,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
1242,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1243,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1244,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1245,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1246,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1247,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
1248,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
1249,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1250,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
1251,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1252,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1253,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1254,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1255,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
1256,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1257,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1258,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1259,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1260,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
1261,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1262,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
1263,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1264,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1265,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1266,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1267,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1268,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1269,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1270,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
1271,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1272,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
1273,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1274,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1275,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1276,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1277,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1278,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
