,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_2,timespan_3,timespan_4,timespan_5,cost
920,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38718
921,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
922,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
923,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
924,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
925,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
926,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
927,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
928,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,31019
929,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13732
930,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12532
931,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
932,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11632
933,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
934,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
935,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
936,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
937,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
938,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
939,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
940,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12532
941,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11632
942,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14539
943,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11632
944,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
945,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
946,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
947,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
948,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12532
949,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
950,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
951,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
952,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
953,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
954,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35299
955,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
956,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
957,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
958,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,38718
959,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
960,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
961,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
962,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,31019
963,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
964,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
965,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
966,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
967,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
968,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11632
969,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
970,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11632
971,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
972,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41868
973,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
974,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
975,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
976,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
977,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
978,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
979,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12532
980,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,31019
981,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,41868
982,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13732
983,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11632
984,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
985,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
986,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
987,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
988,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
989,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
990,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12532
991,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17089
992,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
993,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35299
994,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
995,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
996,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11632
997,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,33719
998,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
999,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
1000,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
1001,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1002,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
1003,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
1004,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
1005,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
1006,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1007,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
1008,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
1009,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
1010,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11632
1011,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
1012,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
1013,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
1014,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
1015,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,38718
1016,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
1017,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,35299
1018,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
1019,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
1020,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
1021,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
1022,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,31019
1023,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,31019
1024,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
1025,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,15739
1026,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,33719
1027,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13732
1028,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
1029,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
1030,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14539
1031,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14539
1032,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
1033,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
1034,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
1035,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
1036,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
1037,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35299
1038,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
1039,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
1040,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
1041,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
1042,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11632
1043,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12532
1044,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
1045,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
1046,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,32599
1047,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
1048,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
1049,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
1050,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
1051,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
1052,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
1053,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
1054,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
1055,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28619
1056,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,31019
1057,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,13732
1058,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
1059,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33719
1060,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14539
1061,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
1062,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38718
1063,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
1064,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
1065,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13732
1066,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
1067,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
1068,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
1069,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45618
1070,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
1071,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
1072,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11632
1073,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1074,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,33719
1075,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
1076,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38718
1077,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38718
1078,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
1079,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
1080,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
1081,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
1082,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
1083,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12532
1084,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
1085,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
1086,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41868
1087,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35299
1088,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
1089,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
1090,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
1091,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,31019
1092,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
1093,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
1094,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
1095,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
1096,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
1097,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
1098,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
1099,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15739
1100,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
1101,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1102,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
1103,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
1104,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
1105,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
1106,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11632
1107,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
1108,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
1109,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
1110,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41868
1111,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,38718
1112,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
1113,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
1114,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
1115,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
1116,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
1117,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
1118,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
1119,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
1120,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11632
1121,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
1122,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
1123,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
1124,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
1125,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,33719
1126,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45618
1127,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
1128,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11632
1129,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
1130,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38718
1131,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,15739
1132,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
1133,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
1134,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11632
1135,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
1136,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
1137,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
1138,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
1139,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38718
1140,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
1141,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32599
1142,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41868
1143,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35299
1144,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
1145,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,31019
1146,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11632
1147,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13732
1148,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14539
1149,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
1150,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
1151,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
1152,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17089
1153,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
1154,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,17089
1155,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
1156,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
1157,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
1158,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
1159,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
1160,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
1161,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
1162,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17089
1163,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11632
1164,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
1165,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
1166,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
1167,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38449
1168,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
1169,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
1170,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
1171,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,35299
1172,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11632
1173,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
1174,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,33719
1175,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
1176,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
1177,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
1178,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
1179,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
1180,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1181,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11632
1182,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1183,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35299
1184,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
1185,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11632
1186,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17089
1187,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
1188,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
1189,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
1190,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
1191,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
1192,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
1193,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
1194,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11632
1195,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11632
1196,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12532
1197,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11632
1198,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
1199,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
1200,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33719
1201,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,17089
1202,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17089
1203,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
1204,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,38718
1205,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,38718
1206,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
1207,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12532
1208,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
1209,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
1210,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11632
1211,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38718
1212,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
1213,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15739
1214,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
1215,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13732
1216,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28619
1217,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
1218,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17089
1219,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28619
1220,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
1221,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,13732
1222,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
