,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,cost
918,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
919,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
920,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
921,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30019
922,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
923,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
924,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22851
925,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
926,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
927,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
928,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
929,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
930,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
931,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
932,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
933,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
934,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
935,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
936,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
937,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
938,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52399
939,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
940,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
941,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24831
942,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
943,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
944,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
945,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
946,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
947,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14991
948,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
949,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
950,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
951,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
952,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
953,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
954,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
955,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
956,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
957,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
958,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
959,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
960,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,49787
961,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28737
962,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
963,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
964,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
965,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,32539
966,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
967,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
968,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
969,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
970,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
971,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
972,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
973,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
974,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
975,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
976,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
977,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31077
978,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
979,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
980,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
981,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
982,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
983,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
984,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
985,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
986,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
987,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
988,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
989,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,53927
990,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
991,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
992,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30019
993,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
994,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
995,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
996,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
997,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
998,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
999,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1000,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1001,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1002,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14991
1003,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
1004,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
1005,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
1006,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1007,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1008,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1009,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1010,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1011,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,35419
1012,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1013,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1014,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1015,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1016,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1017,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1018,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1019,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1020,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1021,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58787
1022,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
1023,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
1024,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1025,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
1026,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
1027,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1028,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
1029,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
1030,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1031,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
1032,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
1033,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
1034,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
1035,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1036,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1037,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1038,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
1039,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1040,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44479
1041,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1042,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1043,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1044,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
1045,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1046,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1047,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
1048,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
1049,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
1050,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1051,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1052,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35419
1053,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
1054,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1055,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58787
1056,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1057,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1058,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
1059,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,24831
1060,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13911
1061,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1062,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16431
1063,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1064,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1065,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1066,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1067,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
1068,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31077
1069,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
1070,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
1071,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13911
1072,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
1073,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1074,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1075,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1076,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1077,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1078,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
1079,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1080,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
1081,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
1082,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
1083,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1084,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1085,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1086,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
1087,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35419
1088,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14991
1089,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1090,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
1091,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52399
1092,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
1093,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
1094,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1095,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1096,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16431
1097,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1098,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
1099,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30019
1100,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
1101,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1102,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1103,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30019
1104,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,53927
1105,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
1106,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1107,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1108,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14991
1109,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
1110,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32539
1111,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1112,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1113,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1114,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
1115,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1116,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33777
1117,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1118,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1119,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1120,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21051
1121,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1122,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
1123,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1124,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13911
1125,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1126,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1127,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1128,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1129,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
1130,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
1131,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28737
1132,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
1133,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53927
1134,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
1135,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1136,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1137,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
1138,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1139,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1140,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
1141,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24831
1142,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1143,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1144,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1145,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1146,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1147,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1148,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
1149,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1150,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
1151,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1152,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1153,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1154,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58787
1155,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1156,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1157,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
1158,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1159,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1160,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
1161,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1162,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30019
1163,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
1164,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14991
1165,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1166,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
1167,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1168,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
1169,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1170,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1171,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1172,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1173,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1174,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
1175,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1176,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1177,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
1178,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35419
1179,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
1180,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1181,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
1182,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1183,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1184,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
1185,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
1186,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1187,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
1188,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
1189,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
1190,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1191,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
1192,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
1193,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1194,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
1195,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
1196,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
1197,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
1198,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1199,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
1200,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1201,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1202,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
1203,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
1204,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
1205,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1206,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33777
1207,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1208,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1209,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52399
1210,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
1211,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1212,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1213,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1214,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
1215,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
1216,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
1217,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1218,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1219,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
