,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,timespan_6,cost
2444,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39798
2445,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
2446,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
2447,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
2448,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22766
2449,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
2450,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
2451,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
2452,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20766
2453,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
2454,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,72599
2455,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
2456,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
2457,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31654
2458,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
2459,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
2460,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,41573
2461,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
2462,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,39798
2463,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,68951
2464,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72599
2465,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,72599
2466,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68951
2467,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,19266
2468,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
2469,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74701
2470,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
2471,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49073
2472,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61599
2473,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
2474,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
2475,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
2476,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
2477,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68951
2478,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
2479,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
2480,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20766
2481,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
2482,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,46798
2483,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31654
2484,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
2485,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
2486,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
2487,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
2488,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,68951
2489,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
2490,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
2491,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
2492,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
2493,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
2494,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22766
2495,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61599
2496,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
2497,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
2498,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
2499,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29154
2500,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
2501,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
2502,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
2503,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49073
2504,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
2505,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74701
2506,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
2507,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
2508,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,81451
2509,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
2510,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43048
2511,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,61599
2512,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,22766
2513,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43048
2514,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61599
2515,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
2516,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
2517,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49073
2518,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,74701
2519,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
2520,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
2521,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
2522,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
2523,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
2524,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
2525,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
2526,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
2527,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
2528,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
2529,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66599
2530,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72599
2531,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81451
2532,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
2533,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
2534,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
2535,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
2536,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
2537,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
2538,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
2539,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72599
2540,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39798
2541,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,41573
2542,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
2543,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
2544,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
2545,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
2546,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43048
2547,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
2548,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
2549,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
2550,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41573
2551,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68951
2552,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
2553,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,68951
2554,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31654
2555,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
2556,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49073
2557,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81451
2558,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34404
2559,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
2560,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
2561,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
2562,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
2563,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
2564,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72599
2565,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
2566,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
2567,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
2568,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
2569,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
2570,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,81451
2571,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39798
2572,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
2573,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
2574,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31654
2575,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
2576,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
2577,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,46798
2578,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
2579,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
2580,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
2581,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
2582,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,46798
2583,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20766
2584,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
2585,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
2586,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,66599
2587,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
2588,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,41573
2589,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
2590,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,66599
2591,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,68951
2592,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,74701
2593,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
2594,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
2595,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,81451
2596,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
2597,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
2598,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20766
2599,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49073
2600,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
2601,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,49073
2602,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
2603,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
2604,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
2605,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
2606,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,43048
2607,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
2608,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
2609,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
2610,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
2611,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,61599
2612,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
2613,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
2614,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74701
2615,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
2616,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
2617,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74701
2618,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
2619,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43048
2620,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
2621,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
2622,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
2623,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
2624,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
2625,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
2626,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
2627,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
2628,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,41573
2629,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
2630,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
2631,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
2632,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
2633,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
2634,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
2635,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
2636,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
2637,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
2638,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,46798
2639,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
2640,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
2641,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
2642,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
2643,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
2644,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81451
2645,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
2646,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
2647,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
2648,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
2649,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
2650,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
2651,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
2652,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66599
2653,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
2654,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
2655,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
2656,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
2657,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
2658,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
2659,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
2660,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,41573
2661,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
2662,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
2663,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81451
2664,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34404
2665,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
2666,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
2667,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
2668,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
2669,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,39798
2670,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
2671,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
2672,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81451
2673,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
2674,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43048
2675,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
2676,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
2677,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74701
2678,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
2679,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
2680,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45073
2681,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61599
2682,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
2683,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
2684,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
2685,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
2686,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
2687,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
2688,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
2689,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
2690,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,68951
2691,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22766
2692,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
2693,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,68951
2694,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72599
2695,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43048
2696,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
2697,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
2698,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66599
2699,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
2700,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
2701,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,68951
2702,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
2703,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
2704,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
2705,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,66599
2706,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
2707,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
2708,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,43048
2709,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
2710,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
2711,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
2712,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
2713,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
2714,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
2715,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20766
2716,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
2717,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
2718,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
2719,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,61599
2720,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
2721,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,68951
2722,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
2723,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
2724,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,39798
2725,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20766
2726,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
2727,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
2728,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
2729,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
2730,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
2731,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20766
